speciesKey,authorship,basionym,basionymKey,canonicalName,class,classKey,constituentKey,datasetKey,family,familyKey,genus,genusKey,issues,key,kingdom,kingdomKey,lastCrawled,lastInterpreted,nameKey,nameType,nomenclaturalStatus,nubKey,numDescendants,order,orderKey,origin,parent,parentKey,phylum,phylumKey,publishedIn,rank,remarks,scientificName,sourceTaxonKey,species,taxonID,taxonomicStatus,vernacularName,vietnameseName
3672205,Roxb.,,,Byttneria pilosa,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Malvaceae,6685,Byttneria,7445609,[],3672205,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:44.076+00:00,1753449,SCIENTIFIC,[],3672205,0,Malvales,941,SOURCE,Byttneria,7445609,Tracheophyta,7707728,"Roxb. (1832). In: Hort. Beng. 18 (1814), Fl. Ind. 1: 618.",SPECIES,,Byttneria pilosa Roxb.,,Byttneria pilosa,gbif:3672205,ACCEPTED,,Bích nữ lông; Trôm leo lông thô; Quả gai lông; A cua.
8400302,L.,,,Guilandina bonduc,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Guilandina,6376699,[],8400302,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:30.044+00:00,4871682,SCIENTIFIC,[],8400302,2,Fabales,1370,SOURCE,Guilandina,6376699,Tracheophyta,7707728,Sp. Pl.: 381 (1753),SPECIES,,Guilandina bonduc L.,,Guilandina bonduc,gbif:8400302,ACCEPTED,,
11973078,(L.) R.Clark & Gagnon,Caesalpinia crista L.,8179846,Ticanto crista,Magnoliopsida,220,f382f0ce-323a-4091-bb9f-add557f3a9a2,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Caesalpinia,2958443,"[""NAME_PARENT_MISMATCH""]",11973078,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:58.227+00:00,115244900,SCIENTIFIC,[],11973078,0,Fabales,1370,SOURCE,Caesalpinia,2958443,Tracheophyta,7707728,PhytoKeys 205: 70 (2022),SPECIES,,Ticanto crista (L.) R.Clark & Gagnon,209723502,Ticanto crista,gbif:11973078,DOUBTFUL,,
5354740,(Roxb.) Wight & Arn.,Caesalpinia cucullata Roxb.,2958654,Mezoneuron cucullatum,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Mezoneuron,2944261,[],5354740,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:24.308+00:00,6968531,SCIENTIFIC,[],5354740,1,Fabales,1370,SOURCE,Mezoneuron,2944261,Tracheophyta,7707728,"R.Wight, Cat. Ind. Pl.: 37 (1833)",SPECIES,,Mezoneuron cucullatum (Roxb.) Wight & Arn.,,Mezoneuron cucullatum,gbif:5354740,ACCEPTED,,
3974372,(Roth) O.Deg.,Reichardia decapetala Roth,5354718,Biancaea decapetala,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Biancaea,7302381,[],3974372,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:05.375+00:00,1455719,SCIENTIFIC,[],3974372,1,Fabales,1370,SOURCE,Biancaea,7302381,Tracheophyta,7707728,Fl. Hawaiiensis: K7 (1936),SPECIES,,Biancaea decapetala (Roth) O.Deg.,,Biancaea decapetala,gbif:3974372,ACCEPTED,Cat's claw,
9387656,(Rottler) Gagnon & G.P.Lewis,Caesalpinia digyna Rottler,2958816,Moullava digyna,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Moullava,2941154,[],9387656,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:30.471+00:00,12564433,SCIENTIFIC,[],9387656,1,Fabales,1370,SOURCE,Moullava,2941154,Tracheophyta,7707728,PhytoKeys71: 67 (2016),SPECIES,,Moullava digyna (Rottler) Gagnon & G.P.Lewis,,Moullava digyna,gbif:9387656,ACCEPTED,,
9282392,(Kuntze) Molinari & Mayta,Caesalpinia godefroyana Kuntze,2958692,Biancaea godefroyana,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Biancaea,7302381,[],9282392,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:05.434+00:00,36685570,SCIENTIFIC,[],9282392,1,Fabales,1370,SOURCE,Biancaea,7302381,Tracheophyta,7707728,Weberbauerella1(11): 3 (2016),SPECIES,,Biancaea godefroyana (Kuntze) Molinari & Mayta,,Biancaea godefroyana,gbif:9282392,ACCEPTED,,
2958773,(Medik.) Small,Bonduc majus Medik.,2958774,Guilandina major,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Guilandina,6376699,[],2958773,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:29.927+00:00,36683623,SCIENTIFIC,[],2958773,0,Fabales,1370,SOURCE,Guilandina,6376699,Tracheophyta,7707728,Fl. S.E. U.S.: 591 (1903),SPECIES,,Guilandina major (Medik.) Small,,Guilandina major,gbif:2958773,ACCEPTED,Hawai'i pearls,
9362258,(Lam.) Gagnon & G.P.Lewis,Caesalpinia mimosoides Lam.,2958728,Hultholia mimosoides,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Hultholia,9599254,[],9362258,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:17.079+00:00,12564522,SCIENTIFIC,[],9362258,0,Fabales,1370,SOURCE,Hultholia,9599254,Tracheophyta,7707728,PhytoKeys71: 61 (2016),SPECIES,,Hultholia mimosoides (Lam.) Gagnon & G.P.Lewis,,Hultholia mimosoides,gbif:9362258,ACCEPTED,,
11219613,(Hance) G.P.Lewis,Caesalpinia minax Hance,2958556,Guilandina minax,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Guilandina,6376699,[],11219613,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:30.034+00:00,63227951,SCIENTIFIC,[],11219613,1,Fabales,1370,SOURCE,Guilandina,6376699,Tracheophyta,7707728,Kew Bull.75(1)-10: 2 (2020),SPECIES,,Guilandina minax (Hance) G.P.Lewis,,Guilandina minax,gbif:11219613,ACCEPTED,,
5354721,Desf.,,,Mezoneuron pubescens,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Mezoneuron,2944261,[],5354721,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:24.498+00:00,6968719,SCIENTIFIC,[],5354721,0,Fabales,1370,SOURCE,Mezoneuron,2944261,Tracheophyta,7707728,Mém. Mus. Hist. Nat.4: 245 (1818),SPECIES,,Mezoneuron pubescens Desf.,,Mezoneuron pubescens,gbif:5354721,ACCEPTED,,
2958715,(L.) Sw.,Poinciana pulcherrima L.,2958716,Caesalpinia pulcherrima,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Caesalpinia,2958443,[],2958715,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:58.159+00:00,1773596,SCIENTIFIC,[],2958715,3,Fabales,1370,SOURCE,Caesalpinia,2958443,Tracheophyta,7707728,Observ. Bot.: 166 (1791),SPECIES,,Caesalpinia pulcherrima (L.) Sw.,,Caesalpinia pulcherrima,gbif:2958715,ACCEPTED,Pride-of-barbados,"Kim phượng, Đuôi phượng, Điệp ta, Điệp vàng"
2958871,(L.) Tod.,Caesalpinia sappan L.,2958870,Biancaea sappan,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Biancaea,7302381,[],2958871,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:05.453+00:00,1455730,SCIENTIFIC,[],2958871,1,Fabales,1370,SOURCE,Biancaea,7302381,Tracheophyta,7707728,Hort. Bot. Panorm.1: 3 (1875),SPECIES,,Biancaea sappan (L.) Tod.,,Biancaea sappan,gbif:2958871,ACCEPTED,Sappanwood,Tô Mộc; cây Vang
5354716,Hemsl.,,,Mezoneuron sinense,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Mezoneuron,2944261,[],5354716,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:24.528+00:00,6968754,SCIENTIFIC,[],5354716,0,Fabales,1370,SOURCE,Mezoneuron,2944261,Tracheophyta,7707728,"J. Linn. Soc., Bot.23: 204 (1887)",SPECIES,,Mezoneuron sinense Hemsl.,,Mezoneuron sinense,gbif:5354716,ACCEPTED,,Diệp trung quốc
7587087,(L.) Huth,Cytisus cajan L.,9643260,Cajanus cajan,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Cajanus,2960263,[],7587087,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:28.825+00:00,1778130,SCIENTIFIC,[],7587087,4,Fabales,1370,SOURCE,Cajanus,2960263,Tracheophyta,7707728,Helios11: 133 (1893),SPECIES,,Cajanus cajan (L.) Huth,,Cajanus cajan,gbif:7587087,ACCEPTED,Pigeonpea,"Đậu triều; Đậu săng; đậu cọc rào; Đậu chiều, Đậu săng, Đậu cọc rào, Đậu chè, Sơn đậu căn, Mộc đậu, Thứa mạy (Tày), Phầy quẩy tập (Dao)"
2960346,Dalzell,,,Cajanus goensis,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Cajanus,2960263,[],2960346,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:28.662+00:00,1778248,SCIENTIFIC,[],2960346,0,Fabales,1370,SOURCE,Cajanus,2960263,Tracheophyta,7707728,Hooker's J. Bot. Kew Gard. Misc.2: 264 (1850),SPECIES,,Cajanus goensis Dalzell,,Cajanus goensis,gbif:2960346,ACCEPTED,,"Sôm, Đậu triều lông chòm"
2960284,(L.) Thouars,Dolichos scarabaeoides L.,2948077,Cajanus scarabaeoides,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Cajanus,2960263,[],2960284,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:28.511+00:00,1778447,SCIENTIFIC,[],2960284,4,Fabales,1370,SOURCE,Cajanus,2960263,Tracheophyta,7707728,"G.-F.Cuvier, Dict. Sci. Nat., ed. 2.6: 167 (1816)",SPECIES,,Cajanus scarabaeoides (L.) Thouars,,Cajanus scarabaeoides,gbif:2960284,ACCEPTED,Showy pigeonpea,Bình đậu; Đậu tương dại; đậu triều bọ hung; tà a; man thảo trùng đậu
2960408,(Blanco) Blanco,Cytisus volubilis Blanco,5355413,Cajanus volubilis,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Cajanus,2960263,[],2960408,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:28.780+00:00,1778521,SCIENTIFIC,[],2960408,0,Fabales,1370,SOURCE,Cajanus,2960263,Tracheophyta,7707728,"Fl. Filip., ed. 2: 417 (1845)",SPECIES,,Cajanus volubilis (Blanco) Blanco,,Cajanus volubilis,gbif:2960408,ACCEPTED,,Đậu triều leo
2868390,(Aiton) Vent.,Arum bicolor Aiton,5330285,Caladium bicolor,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Araceae,6979,Caladium,2868340,[],2868390,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:14:53.261+00:00,1779846,SCIENTIFIC,[],2868390,2,Alismatales,551,SOURCE,Caladium,2868340,Tracheophyta,7707728,Mag. Encycl. 4: 464 (1800),SPECIES,,Caladium bicolor (Aiton) Vent.,,Caladium bicolor,gbif:2868390,ACCEPTED,Artist's pallet,"Môn đốm, Môn cảnh, Môn lưỡng sắc"
5294153,Becc.,,,Calamus henryanus,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Arecaceae,7681,Calamus,8494406,[],5294153,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:14:36.557+00:00,1787898,SCIENTIFIC,[],5294153,1,Arecales,552,SOURCE,Calamus,8494406,Tracheophyta,7707728,Rec. Bot. Surv. India 2: 199 (1902),SPECIES,,Calamus henryanus Becc.,,Calamus henryanus,gbif:5294153,ACCEPTED,,Mây balansa
5294443,Lour.,,,Calamus dioicus,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Arecaceae,7681,Calamus,8494406,[],5294443,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:14:36.093+00:00,1787343,SCIENTIFIC,[],5294443,0,Arecales,552,SOURCE,Calamus,8494406,Tracheophyta,7707728,Fl. Cochinch.: 211 (1790),SPECIES,,Calamus dioicus Lour.,,Calamus dioicus,gbif:5294443,ACCEPTED,,Mây chỉ
5294128,Hance,,,Calamus tetradactylus,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Arecaceae,7681,Calamus,8494406,[],5294128,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:14:36.708+00:00,1788985,SCIENTIFIC,[],5294128,1,Arecales,552,SOURCE,Calamus,8494406,Tracheophyta,7707728,J. Bot. 13: 289 (1875),SPECIES,,Calamus tetradactylus Hance,,Calamus tetradactylus,gbif:5294128,ACCEPTED,white rattan,Mây nếp; Mây nhà; mây bốn ngón; mây mật; mây dát; mây ruột gà; mây vườn
5294114,Willd.,,,Calamus viminalis,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Arecaceae,7681,Calamus,8494406,[],5294114,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:14:38.349+00:00,1789279,SCIENTIFIC,[],5294114,2,Arecales,552,SOURCE,Calamus,8494406,Tracheophyta,7707728,Sp. Pl. ed. 4. 2: 203 (1799),SPECIES,,Calamus viminalis Willd.,,Calamus viminalis,gbif:5294114,ACCEPTED,osier-like rattan palm,Mây dẻo; Mây cát.
2795128,Lindl.,,,Calanthe alismifolia,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Orchidaceae,7689,Calanthe,2794881,[],2795128,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:17:22.905+00:00,1791034,SCIENTIFIC,[],2795128,0,Asparagales,1169,SOURCE,Calanthe,2794881,Tracheophyta,7707728,Fol. Orchid. 6: 8 (1855),SPECIES,,Calanthe alismifolia Lindl.,,Calanthe alismifolia,gbif:2795128,ACCEPTED,,"Kiều lam; Kiều lam từ cô, Lan đất hoa trắng lá trạch tả, Lan bầu rượu từ cô, Kiều lan từ cô, Kiều hoa Cúc Phương"
2795257,Rchb.f.,,,Calanthe lyroglossa,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Orchidaceae,7689,Calanthe,2794881,[],2795257,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:17:23.549+00:00,1792107,SCIENTIFIC,[],2795257,4,Asparagales,1169,SOURCE,Calanthe,2794881,Tracheophyta,7707728,Otia Bot. Hamburg.: 53 (1878),SPECIES,,Calanthe lyroglossa Rchb.f.,,Calanthe lyroglossa,gbif:2795257,ACCEPTED,,Kiều lam lưỡi hình đờn
2795023,Lindl.,,,Calanthe puberula,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Orchidaceae,7689,Calanthe,2794881,[],2795023,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:17:23.282+00:00,1792638,SCIENTIFIC,[],2795023,3,Asparagales,1169,SOURCE,Calanthe,2794881,Tracheophyta,7707728,Gen. Sp. Orchid. Pl.: 252 (1833),SPECIES,,Calanthe puberula Lindl.,,Calanthe puberula,gbif:2795023,ACCEPTED,,"Kiều hoa; Lan đất lá liềm, Lan bầu rượu lông mềm, Kiều lan lá liềm"
2795051,(Willemet) Ames,Orchis triplicata Willemet,2795091,Calanthe triplicata,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Orchidaceae,7689,Calanthe,2794881,[],2795051,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:17:22.463+00:00,1791716,SCIENTIFIC,[],2795051,4,Asparagales,1169,SOURCE,Calanthe,2794881,Tracheophyta,7707728,"Philipp. J. Sci., C 2: 326 (1907)",SPECIES,,Calanthe triplicata (Willemet) Ames,,Calanthe triplicata,gbif:2795051,ACCEPTED,,Kiều hoa xếp ba; Bò cạp; Lan đất hoa trắng; Lan bò cạp
2795000,Wall. ex Lindl.,,,Calanthe vestita,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Orchidaceae,7689,Calanthe,2794881,[],2795000,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:17:23.801+00:00,1791998,SCIENTIFIC,[],2795000,0,Asparagales,1169,SOURCE,Calanthe,2794881,Tracheophyta,7707728,Gen. Sp. Orchid. Pl.: 250 (1833),SPECIES,,Calanthe vestita Wall. ex Lindl.,,Calanthe vestita,gbif:2795000,ACCEPTED,,Lan củ chuối.
5302914,(Sims) Nees,Maranta zebrina Sims,2761818,Goeppertia zebrina,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Marantaceae,8784,Goeppertia,7304686,[],5302914,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:14:33.184+00:00,4774590,SCIENTIFIC,[],5302914,1,Zingiberales,627,SOURCE,Goeppertia,7304686,Tracheophyta,7707728,Linnaea 6: 337 (1831),SPECIES,,Goeppertia zebrina (Sims) Nees,,Goeppertia zebrina,gbif:5302914,ACCEPTED,Zebraplant,
6070236,(C.Y.Wu) Yin Z.Wang,Calcareoboea coccinea C.Y.Wu,7543924,Petrocodon coccineus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Gesneriaceae,6654,Petrocodon,6365632,[],6070236,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:02:53.870+00:00,36688271,SCIENTIFIC,[],6070236,1,Lamiales,408,SOURCE,Petrocodon,6365632,Tracheophyta,7707728,Yin Z. Wang. (2011). In: J. Syst. Evol. 49(1): 60.,SPECIES,,Petrocodon coccineus (C.Y.Wu) Yin Z.Wang,,Petrocodon coccineus,gbif:6070236,ACCEPTED,,
5391480,L.,,,Calendula officinalis,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Asteraceae,3065,Calendula,3104843,[],5391480,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:06:24.930+00:00,1802153,SCIENTIFIC,[],5391480,1,Asterales,414,SOURCE,Calendula,3104843,Tracheophyta,7707728,L. (1753). In: Sp. Pl. 921.,SPECIES,,Calendula officinalis L.,,Calendula officinalis,gbif:5391480,ACCEPTED,Pot Marigold,Hoa xu xi; Xu xi; tâm tư cúc; cúc kim tiền
2952284,(Benth.) Schot,Millettia cinerea Benth.,5352290,Callerya cinerea,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Callerya,2952255,[],2952284,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:39.118+00:00,1810780,SCIENTIFIC,[],2952284,2,Fabales,1370,SOURCE,Callerya,2952255,Tracheophyta,7707728,Blumea39: 17 (1994),SPECIES,,Callerya cinerea (Benth.) Schot,,Callerya cinerea,gbif:2952284,ACCEPTED,,"Dây thàn mát tro; Mát tro, Kê huyết đằng núi, Lăng yên tro, Máu gà núi; Khâu hương, Dây đậu dại, Thàn mát to."
2952312,Miq.,,,Padbruggea dasyphylla,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Padbruggea,2977983,[],2952312,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:45.014+00:00,8043624,SCIENTIFIC,[],2952312,1,Fabales,1370,SOURCE,Padbruggea,2977983,Tracheophyta,7707728,Fl. Ned. Ind.1(1): 150 (1855),SPECIES,,Padbruggea dasyphylla Miq.,,Padbruggea dasyphylla,gbif:2952312,ACCEPTED,,Cổ rùa huyết
10018769,(Drake) J.Compton & Schrire,Millettia eurybotrya Drake,5355920,Wisteriopsis eurybotrya,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Wisteriopsis,9925760,[],10018769,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:21.493+00:00,36680843,SCIENTIFIC,[],10018769,0,Fabales,1370,SOURCE,Wisteriopsis,9925760,Tracheophyta,7707728,PhytoKeys125: 68 (2019),SPECIES,,Wisteriopsis eurybotrya (Drake) J.Compton & Schrire,,Wisteriopsis eurybotrya,gbif:10018769,ACCEPTED,,
10514274,(Benth.) J.Compton & Schrire,Millettia reticulata Benth.,5352277,Wisteriopsis reticulata,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Wisteriopsis,9925760,[],10514274,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:21.452+00:00,36680835,SCIENTIFIC,[],10514274,0,Fabales,1370,SOURCE,Wisteriopsis,9925760,Tracheophyta,7707728,PhytoKeys125: 66 (2019),SPECIES,,Wisteriopsis reticulata (Benth.) J.Compton & Schrire,,Wisteriopsis reticulata,gbif:10514274,ACCEPTED,,
10507579,(Champ. ex Benth.) J.Compton & Schrire,Millettia speciosa Champ. ex Benth.,7444526,Nanhaia speciosa,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fabaceae,5386,Nanhaia,10420596,[],10507579,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:03.137+00:00,36682428,SCIENTIFIC,[],10507579,1,Fabales,1370,SOURCE,Nanhaia,10420596,Tracheophyta,7707728,PhytoKeys125: 59 (2019),SPECIES,,Nanhaia speciosa (Champ. ex Benth.) J.Compton & Schrire,,Nanhaia speciosa,gbif:10507579,ACCEPTED,,Cát sâm
5609976,Roxb.,,,Callicarpa arborea,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Lamiaceae,2497,Callicarpa,2925549,[],5609976,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:03:23.952+00:00,1814158,SCIENTIFIC,[],5609976,0,Lamiales,408,SOURCE,Callicarpa,2925549,Tracheophyta,7707728,Fl. Ind. 1: 405 (1820),SPECIES,,Callicarpa arborea Roxb.,,Callicarpa arborea,gbif:5609976,ACCEPTED,,Tu hú gỗ; Tử châu gỗ; Phà há.
7309012,H.Lév.,,,Callicarpa bodinieri,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Lamiaceae,2497,Callicarpa,2925549,[],7309012,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:03:24.135+00:00,1814255,SCIENTIFIC,[],7309012,3,Lamiales,408,SOURCE,Callicarpa,2925549,Tracheophyta,7707728,Repert. Spec. Nov. Regni Veg. 9: 456 (1911),SPECIES,,Callicarpa bodinieri H.Lév.,,Callicarpa bodinieri,gbif:7309012,ACCEPTED,,Tử châu
5609925,(Benth.) Hance,Callicarpa longifolia var. brevipes Benth.,7510240,Callicarpa brevipes,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Lamiaceae,2497,Callicarpa,2925549,[],5609925,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:03:24.530+00:00,1814306,SCIENTIFIC,[],5609925,2,Lamiales,408,SOURCE,Callicarpa,2925549,Tracheophyta,7707728,"Ann. Sci. Nat., Bot., sér. 5, 5: 233 (1866)",SPECIES,,Callicarpa brevipes (Benth.) Hance,,Callicarpa brevipes,gbif:5609925,ACCEPTED,,Nàng nàng chân ngắn
6412107,(Burm.f.) Hochr.,Urtica candicans Burm.f.,8436431,Callicarpa candicans,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Lamiaceae,2497,Callicarpa,2925549,[],6412107,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:03:24.711+00:00,1814409,SCIENTIFIC,[],6412107,6,Lamiales,408,SOURCE,Callicarpa,2925549,Tracheophyta,7707728,Candollea 5: 190 (1934),SPECIES,,Callicarpa candicans (Burm.f.) Hochr.,,Callicarpa candicans,gbif:6412107,ACCEPTED,,"Nàng nàng; Tử châu chồi trắng; Trứng ếch; Pha tốp; Tử châu, Tu hú, Bạc thau cây, Nàng nàng, Trứng ếch, Bọt ếch"
5341132,(Lour.) K.Koch,Porphyra dichotoma Lour.,5609284,Callicarpa dichotoma,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Lamiaceae,2497,Callicarpa,2925549,[],5341132,Plantae,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:03:24.279+00:00,1814543,SCIENTIFIC,[],5341132,3,Lamiales,408,SOURCE,Callicarpa,2925549,Tracheophyta,7707728,Dendrologie 2(1): 336 (1872),SPECIES,,Callicarpa dichotoma (Lour.) K.Koch,,Callicarpa dichotoma,gbif:5341132,ACCEPTED,Purple beautyberry,"Tử châu lưỡng phân; Tử châu lá nhỏ, Cây thuốc kê"
